nodo_id_1,nodo_name_1,nodo_type_1,nodo_id_2,nodo_name_2,nodo_type_2,distanza
*/1773  [2535],Limena sud,CASELLO,*/1768  [2530],Inizio Tangenziale Limena,ALLACCIAMENTO,1.0
*/1772  [2534],SR 515,CASELLO,*/1771  [2533],Rondò Busa di Vigonza,CASELLO,0.1
*/1771  [2533],Rondò Busa di Vigonza,CASELLO,*/1770  [2532],Bivio SS 308,CASELLO,2.8
*/1770  [2532],Bivio SS 308,CASELLO,*/1769  [2531],Loc. Via Reni,CASELLO,3.0
*/1769  [2531],Loc. Via Reni,CASELLO,*/1797  [2555],INIZIO TANG.LE NORD DI PADOVA,ALLACCIAMENTO,2.0
*/1759  [2521],Poiano,CASELLO,*/1758  [2520],Montorio,CASELLO,2.0
*/1758  [2520],Montorio,CASELLO,*/1757  [2519],Borgo Venezia,CASELLO,2.0
*/1757  [2519],Borgo Venezia,CASELLO,*/1756  [2518],Bivio SR 11,CASELLO,2.0
*/1756  [2518],Bivio SR 11,CASELLO,*/1755  [2517],Loc. Sorgente,CASELLO,1.0
*/1755  [2517],Loc. Sorgente,CASELLO,*/1752  [2514],Nodo Tang. est/Tang. sud Verona,ALLACCIAMENTO,0.7
*/1752  [2514],Nodo Tang. est/Tang. sud Verona,ALLACCIAMENTO,1/612  [925],Verona est,ALLACCIAMENTO,0.3
*/1754  [2516],Vago,CASELLO,*/1753  [2515],Bivio Raccordo Porcillana,ALLACCIAMENTO,2.7
*/1753  [2515],Bivio Raccordo Porcillana,ALLACCIAMENTO,*/1752  [2514],Nodo Tang. sud/Tang. est Verona,ALLACCIAMENTO,1.3
*/1752  [2514],Nodo Tang. sud/Tang. est Verona,ALLACCIAMENTO,*/1751  [2513],Ca' del Bue,CASELLO,2.0
*/1751  [2513],Ca' del Bue,CASELLO,*/1750  [2512],Bivio SS 434,CASELLO,2.0
*/1750  [2512],Bivio SS 434,CASELLO,*/1749  [2511],Borgo Roma,CASELLO,2.0
*/1749  [2511],Borgo Roma,CASELLO,*/3390  [3920],5 BIS,CASELLO,1.5
*/3390  [3920],5 BIS,CASELLO,*/1748  [2510],Vigasio,CASELLO,1.5
*/1748  [2510],Vigasio,CASELLO,*/1747  [2509],Alpo Zai,CASELLO,1.0
*/1747  [2509],Alpo Zai,CASELLO,*/1746  [2508],S. Lucia,CASELLO,1.0
*/1746  [2508],S. Lucia,CASELLO,*/1745  [2507],SR 62,CASELLO,1.0
*/1663  [2403],SS 13,CASELLO,*/1662  [2402],Zona Industriale Tavagnacco,CASELLO,0.8
*/1662  [2402],Zona Industriale Tavagnacco,CASELLO,*/1667  [2401],Via Michelangelo Buonarroti,CASELLO,0.6
*/1667  [2401],Via Michelangelo Buonarroti,CASELLO,*/1661  [2400],Bivio Tangenz. Udine/Raccordo A23,ALLACCIAMENTO,0.2
*/1661  [2400],Bivio Tangenz. Udine/Raccordo A23,ALLACCIAMENTO,*/1660  [2399],Feletto Umberto,CASELLO,0.2
*/1660  [2399],Feletto Umberto,CASELLO,*/1659  [2398],Via Pagnacco,CASELLO,0.7
*/1659  [2398],Via Pagnacco,CASELLO,*/1658  [2397],Udine Fiera,CASELLO,1.9
*/1658  [2397],Udine Fiera,CASELLO,*/1657  [2396],Via Spilimbergo,CASELLO,1.1
*/1657  [2396],Via Spilimbergo,CASELLO,*/1656  [2395],Via Martignacco,CASELLO,0.4
*/1656  [2395],Via Martignacco,CASELLO,*/1655  [2394],Viale Cadore,CASELLO,1.2
*/1655  [2394],Viale Cadore,CASELLO,*/1654  [2393],Viale Venezia,CASELLO,1.4
*/1654  [2393],Viale Venezia,CASELLO,*/1664  [2404],Cormor,CASELLO,0.8
*/1664  [2404],Cormor,CASELLO,*/1665  [2405],Basaldella/S.Osvaldo,CASELLO,1.9
*/1665  [2405],Basaldella/S.Osvaldo,CASELLO,*/5016  [1935],CC ANAS/Autovie Venete,CASELLO,0.1
*/5016  [1935],CC ANAS/Autovie Venete,CASELLO,*/1666  [1934],SS 676,CASELLO,1.9
*/1666  [1934],SS 676,CASELLO,1/505  [70760],Udine sud,ALLACCIAMENTO,0.3
*/1269  [2019],Brindisi (Bivio Tangenziale Bari per/da Brindisi),CASELLO,*/1153  [610],Bivio Tang. BA/Raccordo A14 BO-TA,ALLACCIAMENTO,0.1
*/1153  [610],Bivio Tang. BA/Raccordo A14 BO-TA,ALLACCIAMENTO,*/1268  [2018],Foggia (Bivio Tangenziale Bari per/da Foggia),CASELLO,0.1
1/41  [297],Bologna San Lazzaro,ALLACCIAMENTO,*/1696  [2456],Idice,CASELLO,0.2
*/1696  [2456],Idice,CASELLO,*/1136  [79],Svincolo 13 SS9 Via Emilia,CASELLO,0.3
*/1136  [79],Svincolo 13 SS9 Via Emilia,CASELLO,*/1135  [78],Svincolo 12 SS65 della Futa,CASELLO,1.1
*/1135  [78],Svincolo 12 SS65 della Futa,CASELLO,*/1134  [77],Svincolo 11bis Via Enrico Mattei,CASELLO,1.3
*/1134  [77],Svincolo 11bis Via Enrico Mattei,CASELLO,*/1133  [76],Svincolo 11 San Vitale,CASELLO,0.3
*/1133  [76],Svincolo 11 San Vitale,CASELLO,*/1132  [75],Svincolo 10 Zona Industriale Roveri,CASELLO,1.2
*/1132  [75],Svincolo 10 Zona Industriale Roveri,CASELLO,*/1130  [74],Svincolo 9 San Donato,CASELLO,0.8
*/1130  [74],Svincolo 9 San Donato,CASELLO,*/1721  [2463],Svincolo 8bis Viale Europa - CAAB,CASELLO,0.5
*/1721  [2463],Svincolo 8bis Viale Europa - CAAB,CASELLO,*/1115  [2041],Svincolo 8 Via Michelino,CASELLO,0.1
*/1115  [2041],Svincolo 8 Via Michelino,CASELLO,*/1114  [73],Svincolo 7bis SS 64 Ferrara,CASELLO,1.3
*/1114  [73],Svincolo 7bis SS 64 Ferrara,CASELLO,*/1128  [72],Svincolo 7 Bologna Centro,CASELLO,0.2
*/1128  [72],Svincolo 7 Bologna Centro,CASELLO,*/1156  [71],Bivio Complanare BO/Racc. A13 BO-PD,ALLACCIAMENTO,0.6
*/1156  [71],Bivio Complanare BO/Racc. A13 BO-PD,ALLACCIAMENTO,*/1125  [70],Svincolo 6 Castelmaggiore,CASELLO,0.5
*/1125  [70],Svincolo 6 Castelmaggiore,CASELLO,*/1123  [69],Svincolo 5 Quartiere Lame,CASELLO,1.3
*/1123  [69],Svincolo 5 Quartiere Lame,CASELLO,*/1121  [68],Svincolo 4 bis Aeroporto,CASELLO,3.3
*/1121  [68],Svincolo 4 bis Aeroporto,CASELLO,*/1737  [2473],Svincolo 4 Via Triumvirato,CASELLO,0.1
*/1737  [2473],Svincolo 4 Via Triumvirato,CASELLO,*/1158  [1024],Svincolo 3 Ramo Verde,ALLACCIAMENTO,4.7
*/1158  [1024],Svincolo 3 Ramo Verde,ALLACCIAMENTO,*/1120  [37],Svincolo 2 Borgo Panigale,CASELLO,1.0
*/1120  [37],Svincolo 2 Borgo Panigale,CASELLO,*/1392  [2053],Svincolo 1 Nuova Bazzanese,ALLACCIAMENTO,2.3
*/1392  [2053],Svincolo 1 Nuova Bazzanese,ALLACCIAMENTO,1/13  [36],Bologna Casalecchio,ALLACCIAMENTO,0.3
*/1220  [4027],ALLAC. TG NORD TO/TG SUD TO,ALLACCIAMENTO,*/1217  [4041],SVINCOLO CORSO FRANCIA (TO),CASELLO,0.5
*/1217  [4041],SVINCOLO CORSO FRANCIA (TO),CASELLO,*/1818  [4061],ALLAC. TANG.LE SUD TO / SP7,ALLACCIAMENTO,0.8
*/1818  [4061],ALLAC. TANG.LE SUD TO / SP7,ALLACCIAMENTO,*/1678  [4051],S.I.T.O.,CASELLO,3.3
*/1678  [4051],S.I.T.O.,CASELLO,*/1009  [4045],ALL.TG.S.TO/TO-PINEROLO DROSS0,ALLACCIAMENTO,3.5
*/1009  [4045],ALL.TG.S.TO/TO-PINEROLO DROSS0,ALLACCIAMENTO,*/1215  [4035],SVINCOLO CORSO STUPINIGI (TO),CASELLO,2.6
*/1215  [4035],SVINCOLO CORSO STUPINIGI (TO),CASELLO,*/1218  [4043],SVINCOLO DEBOUCHE (TORINO),CASELLO,1.9
*/1218  [4043],SVINCOLO DEBOUCHE (TORINO),CASELLO,1149,NICHELINO SUD,DISTRIBUTORE,1.7
1149,NICHELINO SUD,DISTRIBUTORE,*/1214  [4034],SVINCOLO SS20 TORINO,CASELLO,1.9
*/1214  [4034],SVINCOLO SS20 TORINO,CASELLO,*/1227  [4028],ALL.TG.S.TO/DIR.MONCAL.BAUDUC.,ALLACCIAMENTO,3.1
*/1227  [4028],ALL.TG.S.TO/DIR.MONCAL.BAUDUC.,ALLACCIAMENTO,9/467  [72013],VADO',CASELLO,1.9
9/467  [72013],VADO',CASELLO,*/1830  [4064],VADO' SVINCOLO,CASELLO,0.2
*/1830  [4064],VADO' SVINCOLO,CASELLO,9/416  [72010],BARRIERA DI TROFARELLO,CASELLO,0.7
9/416  [72010],BARRIERA DI TROFARELLO,CASELLO,*/1213  [4033],SVINCOLO DI SANTENA (TO),CASELLO,3.6
*/1213  [4033],SVINCOLO DI SANTENA (TO),CASELLO,*/1221  [4024],ALLAC. TANG. SUD TORINO/A21,ALLACCIAMENTO,0.2
*/1154  [4026],ALL. TANG. NORD TO / A05 TO-AO,ALLACCIAMENTO,*/1050  [4023],ALL. TANG. NORD TO / DIR. A04,ALLACCIAMENTO,2.3
*/1050  [4023],ALL. TANG. NORD TO / DIR. A04,ALLACCIAMENTO,*/1044  [4039],RACC.AEROPORTO CASELLE/TG.N TO,ALLACCIAMENTO,1.0
*/1044  [4039],RACC.AEROPORTO CASELLE/TG.N TO,ALLACCIAMENTO,1101,STURA NORD,DISTRIBUTORE,1.5
1101,STURA NORD,DISTRIBUTORE,*/1037  [4032],SVINCOLO DI BORGARO TO,CASELLO,1.5
*/1037  [4032],SVINCOLO DI BORGARO TO,CASELLO,*/1032  [4031],SVINCOLO DI VENARIA TO,CASELLO,1.8
*/1032  [4031],SVINCOLO DI VENARIA TO,CASELLO,*/1021  [4030],SVINCOLO C.SO REGINA MARGH.TA,CASELLO,3.4
*/1021  [4030],SVINCOLO C.SO REGINA MARGH.TA,CASELLO,*/1813  [4060],SAVONERA,CASELLO,1.05
*/1813  [4060],SAVONERA,CASELLO,*/1046  [4042],SVINCOLO STRADA STATALE 24,CASELLO,1.05
*/1046  [4042],SVINCOLO STRADA STATALE 24,CASELLO,*/1220  [4027],ALLAC. TG NORD TO/TG SUD TO,ALLACCIAMENTO,3.1
*/1220  [4027],ALLAC. TG NORD TO/TG SUD TO,ALLACCIAMENTO,9/417  [72009],BARRIERA DI BRUERE,CASELLO,0.6
9/417  [72009],BARRIERA DI BRUERE,CASELLO,10115,RIVOLI NORD,DISTRIBUTORE,1.2
10115,RIVOLI NORD,DISTRIBUTORE,*/1812  [4059],ALPI GRAIE,CASELLO,1.4
*/1812  [4059],ALPI GRAIE,CASELLO,*/1811  [4058],SVINCOLO SR 25,CASELLO,0.3
*/1811  [4058],SVINCOLO SR 25,CASELLO,*/1014  [4036],INIZIO TG NORD DI TORINO/SITAF,ALLACCIAMENTO,0.1
*/1405  [2121],Domodossola (Bivio A26/Ss 33 Del Sempione per/da Domodossola),CASELLO,*/1290  [27],Bivio SS 33 del Sempione,ALLACCIAMENTO,0.2
*/1391  [2103],Modena (Svincolo Ss 9 Via Emilia per/da Modena),CASELLO,*/1317  [120],Bivio SS 9/Tangenziale Bologna,ALLACCIAMENTO,0.1
*/1317  [120],Bivio SS 9/Tangenziale Bologna,ALLACCIAMENTO,*/1390  [2102],Bologna (Svincolo Ss 9 Via Emilia per/da Bologna),CASELLO,0.1
*/1265  [2015],Bari/SS 100 (Bivio A14/Ss7 Appia per/da Bari),CASELLO,*/1178  [695],Bivio SS 7/A14 Bologna-Taranto,ALLACCIAMENTO,0.1
*/1178  [695],Bivio SS 7/A14 Bologna-Taranto,ALLACCIAMENTO,*/1264  [2014],Taranto/SS 7 (Bivio A14/Ss7 Appia per/da Taranto),CASELLO,0.1
*/1891  [2686],Stagno,CASELLO,*/1374  [2071],Bivio SS 1/Raccordo Pisa Centro,ALLACCIAMENTO,0.4
*/1374  [2071],Bivio SS 1/Raccordo Pisa Centro,ALLACCIAMENTO,*/1890  [2685],Cambio Competenza SAT/SALT,CASELLO,1.2
*/1890  [2685],Cambio Competenza SAT/SALT,CASELLO,*/1889  [2684],Livorno Zona Industriale,CASELLO,0.6
*/1889  [2684],Livorno Zona Industriale,CASELLO,*/1888  [2683],Collesalvetti,CASELLO,0.3
*/1888  [2683],Collesalvetti,CASELLO,*/1887  [2682],Livorno Centro,CASELLO,0.9
*/1887  [2682],Livorno Centro,CASELLO,*/1886  [2681],Livorno sud,CASELLO,3.5
*/1886  [2681],Livorno sud,CASELLO,*/1885  [2680],Montenero,CASELLO,2.3
*/1885  [2680],Montenero,CASELLO,*/1884  [2679],Ingresso del Maroccone,CASELLO,4.1
*/1884  [2679],Ingresso del Maroccone,CASELLO,*/1883  [2678],Castiglioncello,CASELLO,10.9
*/1883  [2678],Castiglioncello,CASELLO,*/1882  [2677],Rosignano Solvay,CASELLO,2.9
*/1882  [2677],Rosignano Solvay,CASELLO,*/1881  [2676],Rosignano Marittimo,CASELLO,2.2
*/1881  [2676],Rosignano Marittimo,CASELLO,*/1893  [2689],Cambio Competenza SAT/ANAS,CASELLO,3.1
*/1893  [2689],Cambio Competenza SAT/ANAS,CASELLO,*/1931  [2835],Bivio A12/SS1,CASELLO,0.2
*/1931  [2835],Bivio A12/SS1,CASELLO,*/1929  [2834],Innesto SR206/A12,CASELLO,0.5
*/1929  [2834],Innesto SR206/A12,CASELLO,35/303  [2820],Rosignano,ALLACCIAMENTO,0.1
1/5054  [70751],Nodo SPV/A27,ALLACCIAMENTO,1/5056  [70754],RACC SPRESIANO A27,ALLACCIAMENTO,0.96
1/5056  [70754],RACC SPRESIANO A27,ALLACCIAMENTO,1/567  [70755],TREVISO A27-SPV,CASELLO,0.13
1/567  [70755],TREVISO A27-SPV,CASELLO,1/566  [70831],TREVISO SPV-A27,CASELLO,0.0
1/566  [70831],TREVISO SPV-A27,CASELLO,1/565  [70830],SPRESIANO-VILLORBA INTERNA,CASELLO,0.0
1/565  [70830],SPRESIANO-VILLORBA INTERNA,CASELLO,1/564  [70829],POVEGLIANO,CASELLO,5.56
1/564  [70829],POVEGLIANO,CASELLO,1/563  [70828],MONTEBELLUNA,CASELLO,8.26
1/563  [70828],MONTEBELLUNA,CASELLO,1/562  [70827],ALTIVOLE,CASELLO,10.6
1/562  [70827],ALTIVOLE,CASELLO,1/561  [70826],RIESE PIO X,CASELLO,9.17
1/561  [70826],RIESE PIO X,CASELLO,1/560  [70825],LORIA-MUSSOLENTE,CASELLO,3.5
1/560  [70825],LORIA-MUSSOLENTE,CASELLO,1/559  [70824],BASSANO EST-ROSA',CASELLO,3.53
1/559  [70824],BASSANO EST-ROSA',CASELLO,1/558  [70823],BASSANO OVEST,CASELLO,4.68
1/558  [70823],BASSANO OVEST,CASELLO,1/557  [70822],COLCERESA-MASON-MAROSTICA,CASELLO,6.35
1/557  [70822],COLCERESA-MASON-MAROSTICA,CASELLO,1/556  [70821],BREGANZE,CASELLO,7.28
1/556  [70821],BREGANZE,CASELLO,1/5050  [70832],ALL.SPV/VALDASTICO,ALLACCIAMENTO,5.28
1/5050  [70832],ALL.SPV/VALDASTICO,ALLACCIAMENTO,1/553  [70819],MALO,CASELLO,5.58
1/553  [70819],MALO,CASELLO,1/552  [70818],VALLE AGNO,CASELLO,9.65
1/552  [70818],VALLE AGNO,CASELLO,1/551  [70817],MONTECCHIO MAGGIORE NORD,CASELLO,8.52
1/551  [70817],MONTECCHIO MAGGIORE NORD,CASELLO,1/550  [70816],MONTECCHIO MAGGIORE SUD,CASELLO,4.15
1/550  [70816],MONTECCHIO MAGGIORE SUD,CASELLO,1/5057  [71746],Nodo SPV Pedemontana/A4,ALLACCIAMENTO,1.16
*/2492  [2763],Svincolo Origgio-Uboldo per Uboldo,CASELLO,*/2491  [2762],Svincolo Origgio-Uboldo per Origgio,CASELLO,0.15
*/1345  [2039],Binasco,CASELLO,*/1346  [2038],Melegnano,CASELLO,1.0
*/1257  [2005],Casoria (Bivio Sp 1 Casoria per/da Casoria),CASELLO,*/1243  [1805],Bivio SP1/Raccordo per Capodichino (Nodo A1/Sp1 Casoria per/da Casoria),ALLACCIAMENTO,0.5
*/1243  [1805],Bivio SP1/Raccordo per Capodichino (Nodo A1/Sp1 Casoria per/da Casoria),ALLACCIAMENTO,*/1083  [684],Nodo SP 1 Casoria/A1 Milano-Napoli (Bivio Sp 1 Casoria per/da Strada Statale 7 Appia),ALLACCIAMENTO,1.9
*/1083  [684],Nodo SP 1 Casoria/A1 Milano-Napoli (Bivio Sp 1 Casoria per/da Strada Statale 7 Appia),ALLACCIAMENTO,*/1256  [2004],Bivio SP 1/SS 7 (Nodo A1/Sp1 Casoria per/da Strada Statale 7 Appia),CASELLO,0.1
*/1165  [173],Bivio RN205/Traforo Monte Bianco,ALLACCIAMENTO,*/1426  [2150],Vigie (Rientro Route Nationale 205 per/da Monte Bianco),CASELLO,4.0
*/1426  [2150],Vigie (Rientro Route Nationale 205 per/da Monte Bianco),CASELLO,*/1425  [2149],Uscita Merci Traforo Monte Bianco (Area Merci Passy per/da Monte Bianco),ALLACCIAMENTO,16.2
*/1425  [2149],Uscita Merci Traforo Monte Bianco (Area Merci Passy per/da Monte Bianco),ALLACCIAMENTO,*/1423  [2147],Area Merci Traforo Monte Bianco (Rientro Route Nationale 205 per/da Passy - St. Gervais),ALLACCIAMENTO,0.8
*/1423  [2147],Area Merci Traforo Monte Bianco (Rientro Route Nationale 205 per/da Passy - St. Gervais),ALLACCIAMENTO,*/1422  [2146],Passy-Saint Gervais (Area Merci Passy per/da Passy - St. Gervais),CASELLO,1.0
*/1741  [2503],Fine Raccordo A24 Roma-Teramo/SS80,ALLACCIAMENTO,*/1740  [2502],San Nicolò a Tordino (Bivio A24/Ss 80 (Sgc Giulianova) per/da S.P. Ex S.S.80),CASELLO,1.9
*/1740  [2502],San Nicolò a Tordino (Bivio A24/Ss 80 (Sgc Giulianova) per/da S.P. Ex S.S.80),CASELLO,*/1171  [3935],Inizio Raccordo A24Roma-Teramo/SS80,ALLACCIAMENTO,4.1
*/1380  [2077],Livorno SGC,CASELLO,*/1559  [2287],Darsena Toscana est,CASELLO,0.6
*/1559  [2287],Darsena Toscana est,CASELLO,*/1558  [2286],Tirrenia,CASELLO,0.9
*/1558  [2286],Tirrenia,CASELLO,*/1561  [2185],Livorno Porto,CASELLO,0.6
*/1561  [2185],Livorno Porto,CASELLO,*/1461  [2184],Livorno Aurelia,CASELLO,2.2
*/1461  [2184],Livorno Aurelia,CASELLO,*/1460  [2183],Bivio SGC FI-LI/A12 Genova-Livorno,ALLACCIAMENTO,0.8
*/1460  [2183],Bivio SGC FI-LI/A12 Genova-Livorno,ALLACCIAMENTO,*/1459  [2182],Interporto Toscano ovest,CASELLO,1.1
*/1459  [2182],Interporto Toscano ovest,CASELLO,*/1458  [2181],Interporto Toscano est (Bivio Sgc Firenze-Livorno per/da Livorno),CASELLO,3.0
*/1458  [2181],Interporto Toscano est (Bivio Sgc Firenze-Livorno per/da Livorno),CASELLO,25918,MORTAIOLO SUD,DISTRIBUTORE,2.9
25918,MORTAIOLO SUD,DISTRIBUTORE,*/1457  [2180],Bivio SGC FI-PI-LI/A12Collesalvetti,ALLACCIAMENTO,0.6
*/1457  [2180],Bivio SGC FI-PI-LI/A12Collesalvetti,ALLACCIAMENTO,*/1456  [2179],Vicarello (Bivio Sgc Firenze-Livorno per/da Firenze),CASELLO,1.6
*/1456  [2179],Vicarello (Bivio Sgc Firenze-Livorno per/da Firenze),CASELLO,11285,GRECCIANO SUD,DISTRIBUTORE,2.56
11285,GRECCIANO SUD,DISTRIBUTORE,11285,GRECCIANO SUD,DISTRIBUTORE,0.0
11285,GRECCIANO SUD,DISTRIBUTORE,*/1455  [2178],Lavoria,CASELLO,2.74
*/1455  [2178],Lavoria,CASELLO,*/1454  [2177],Bivio SGC FI-PI-LI/Diramazione Pisa,ALLACCIAMENTO,3.7
*/1454  [2177],Bivio SGC FI-PI-LI/Diramazione Pisa,ALLACCIAMENTO,11283,GELLO,DISTRIBUTORE,1.7
11283,GELLO,DISTRIBUTORE,*/1453  [2176],Pontedera ovest,CASELLO,1.0
*/1453  [2176],Pontedera ovest,CASELLO,25847,SANTA LUCIA,DISTRIBUTORE,1.4
25847,SANTA LUCIA,DISTRIBUTORE,*/1452  [2175],Pontedera est,CASELLO,3.6
*/1452  [2175],Pontedera est,CASELLO,*/1451  [2174],Montopoli Valdarno,CASELLO,6.4
*/1451  [2174],Montopoli Valdarno,CASELLO,*/1450  [2173],Santa Croce sull'Arno,CASELLO,5.8
*/1450  [2173],Santa Croce sull'Arno,CASELLO,*/1449  [2172],San Miniato,CASELLO,3.3
*/1449  [2172],San Miniato,CASELLO,11281,SAN MINIATO,DISTRIBUTORE,1.96
11281,SAN MINIATO,DISTRIBUTORE,*/1448  [2171],Empoli ovest,CASELLO,3.64
*/1448  [2171],Empoli ovest,CASELLO,*/1736  [2472],Empoli,CASELLO,2.1
*/1736  [2472],Empoli,CASELLO,*/1447  [2170],Empoli est,CASELLO,5.4
*/1447  [2170],Empoli est,CASELLO,*/1446  [2169],Montelupo Fiorentino,CASELLO,2.3
*/1446  [2169],Montelupo Fiorentino,CASELLO,11279,MONTELUPO,DISTRIBUTORE,3.2
11279,MONTELUPO,DISTRIBUTORE,11279,MONTELUPO,DISTRIBUTORE,0.0
11279,MONTELUPO,DISTRIBUTORE,*/1445  [2168],Ginestra Fiorentina,CASELLO,1.2
*/1445  [2168],Ginestra Fiorentina,CASELLO,*/1444  [2167],Lastra a Signa,CASELLO,9.4
*/1444  [2167],Lastra a Signa,CASELLO,*/1443  [2166],SGC Scandicci (Bivio A1/Firenze-Pisa-Livorno per/da Livorno),CASELLO,2.6
*/1443  [2166],SGC Scandicci (Bivio A1/Firenze-Pisa-Livorno per/da Livorno),CASELLO,*/1692  [2446],Firenze Scandicci,ALLACCIAMENTO,0.6
*/1692  [2446],Firenze Scandicci,ALLACCIAMENTO,*/1467  [2165],Firenze Viadotto Indiano (Bivio A1/Firenze-Pisa-Livorno per/da Firenze),CASELLO,2.3
*/1467  [2165],Firenze Viadotto Indiano (Bivio A1/Firenze-Pisa-Livorno per/da Firenze),CASELLO,*/1376  [2073],Firenze,CASELLO,0.3
*/1207  [275],Bivio SC VA-Gazzada/A8 MI-VA,ALLACCIAMENTO,*/1258  [2006],Varese (Gazzada per/da Buguggiate),CASELLO,0.1
*/1146  [148],Nodo A4/A8 Milano-Varese,ALLACCIAMENTO,*/1409  [2126],Bivio V.le Certosa/Raccordo A4 TS,ALLACCIAMENTO,0.3
*/1409  [2126],Bivio V.le Certosa/Raccordo A4 TS,ALLACCIAMENTO,*/1411  [2128],Viale Certosa,CASELLO,0.3
*/1253  [2001],Pomigliano (Nodo A1/Villa Literno-Pomigliano per/da Pomigliano),CASELLO,*/1297  [1002],Bivio V.Literno-Pomigliano/A1 MI-NA,ALLACCIAMENTO,0.1
*/1297  [1002],Bivio V.Literno-Pomigliano/A1 MI-NA,ALLACCIAMENTO,*/1252  [2000],Villa Literno (Nodo A1/Villa Literno-Pomigliano per/da Villaliterno),CASELLO,0.1
*/3392  [3974],SVINCOLO LAMA ROSSA (Bivio Bari Zona Industriale/Ss96 per/da Bari),CASELLO,*/3391  [3973],Svincolo Bari Zona Industriale,ALLACCIAMENTO,0.9
*/3391  [3973],Svincolo Bari Zona Industriale,ALLACCIAMENTO,*/3393  [3975],SVINCOLO SP54 (Bivio Bari Zona Industriale/Ss96 per/da Altamura),CASELLO,0.9
1/60  [642],Giulianova,ALLACCIAMENTO,*/1744  [2506],Mosciano (Giulianova per/da S.G.C. Teramo-Mare),CASELLO,1.1
*/1744  [2506],Mosciano (Giulianova per/da S.G.C. Teramo-Mare),CASELLO,*/1743  [2505],Notaresco,CASELLO,3.1
*/1743  [2505],Notaresco,CASELLO,*/1742  [2504],Bellante,CASELLO,3.7
*/1742  [2504],Bellante,CASELLO,*/1741  [2503],Bivio Raccordo A24 Roma-Teramo/SS80,ALLACCIAMENTO,3.4
*/1356  [2051],Pomigliano (Nodo Napoli Centro Direzionale per/da Pomigliano),CASELLO,*/1355  [2050],Nodo Napoli Centro Direzionale,ALLACCIAMENTO,0.5
*/1355  [2050],Nodo Napoli Centro Direzionale,ALLACCIAMENTO,*/1357  [2052],Centro Direzionale Napoli (Nodo Napoli Centro Direzionale per/da Na Centro Dir.),CASELLO,0.5
*/1312  [115],Monza Centro (Bivio Tang. Nord/Sp 58 Monza Centro per/da Monza),CASELLO,*/1304  [107],Bivio SP 58/Tangenziale nord Milano,ALLACCIAMENTO,0.1
*/1304  [107],Bivio SP 58/Tangenziale nord Milano,ALLACCIAMENTO,*/1311  [114],Sesto San Giovanni (Bivio Tang. Nord/Sp 58 Monza Centro per/da Sesto S.Giovanni),CASELLO,0.1
*/1292  [95],Verbania (Bivio A26/Ss 34 Del Lago Maggiore per/da Verbania),CASELLO,*/1289  [26],Bivio SS 34/A26 Trafori,ALLACCIAMENTO,0.1
*/1289  [26],Bivio SS 34/A26 Trafori,ALLACCIAMENTO,*/1291  [94],Gravellona Toce (Bivio A26/Ss 34 Del Lago Maggiore per/da Gravellona Toce),ALLACCIAMENTO,0.1
*/1293  [96],Ornavasso (Bivio A26/Ss 33 Del Sempione per/da Ornavasso),CASELLO,*/1290  [27],Bivio SS 33/A26 Trafori,ALLACCIAMENTO,0.1
*/1290  [27],Bivio SS 33/A26 Trafori,ALLACCIAMENTO,*/1291  [94],Gravellona Toce (Bivio A26/Ss 33 Del Sempione per/da Gravellona Toce),ALLACCIAMENTO,0.1
*/1385  [2082],Lerici (Bivio Sp 331 per/da Lerici),CASELLO,*/1383  [2080],Bivio SS 331/Raccordo Lerici,ALLACCIAMENTO,0.1
*/1383  [2080],Bivio SS 331/Raccordo Lerici,ALLACCIAMENTO,*/1384  [2081],La Spezia (Bivio Sp 331 per/da La Spezia),CASELLO,0.1
*/1261  [2009],Avellino,CASELLO,*/1555  [2283],Serino,CASELLO,7.0
*/1555  [2283],Serino,CASELLO,*/1554  [2282],Solofra,CASELLO,3.4
*/1554  [2282],Solofra,CASELLO,*/1553  [2281],Torchiati,CASELLO,3.3
*/1553  [2281],Torchiati,CASELLO,*/1552  [2280],Montoro Inferiore,CASELLO,2.9
*/1552  [2280],Montoro Inferiore,CASELLO,*/1551  [2279],Fisciano (Bivio A30/Raccordo Salerno-Avellino per/da Avellino),CASELLO,4.3
*/1551  [2279],Fisciano (Bivio A30/Raccordo Salerno-Avellino per/da Avellino),CASELLO,*/1174  [716],Bivio Raccordo SA-AV/A30 CE-SA,ALLACCIAMENTO,0.7
*/1174  [716],Bivio Raccordo SA-AV/A30 CE-SA,ALLACCIAMENTO,*/1550  [2278],Lancusi (Bivio A30/Raccordo Salerno-Avellino per/da Salerno),CASELLO,1.3
*/1550  [2278],Lancusi (Bivio A30/Raccordo Salerno-Avellino per/da Salerno),CASELLO,*/1549  [2277],Baronissi,CASELLO,2.5
*/1549  [2277],Baronissi,CASELLO,*/1260  [2008],Bivio Raccordo SA-AV/A3 SA-RC,ALLACCIAMENTO,4.6
*/1928  [2833],ALL. SS1 / A12,ALLACCIAMENTO,*/1892  [2688],Cambio Competenza ANAS/SAT,CASELLO,1.4
*/1892  [2688],Cambio Competenza ANAS/SAT,CASELLO,*/1879  [2674],Cecina nord,CASELLO,0.1
*/1879  [2674],Cecina nord,CASELLO,*/1878  [2673],Cecina Centro,CASELLO,1.8
